State,GoodDays,Moderate Days,UnhealthyDays,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,90th Percentile AQI,Median AQI,Days CO,Days NO2,Days Ozone,Days PM2.5,Days PM10
Alabama,264,16,0,0,0,0,0,61,48,35,0,0,221,59,0
Alabama,101,9,0,0,0,0,0,67,47,27,0,0,0,110,0
Alabama,331,30,0,0,0,0,0,84,49,36,0,0,320,41,0
Alabama,238,3,0,0,0,0,0,87,44,32,0,0,241,0,0
Alabama,253,33,0,0,0,0,0,77,51,36,0,0,213,73,0
Alabama,174,186,5,3,2,0,0,179,77,51,0,1,83,280,1
Alabama,98,2,0,0,0,0,0,55,43,21,0,0,0,100,0
Alabama,269,86,2,2,0,0,0,105,58,41,0,0,119,225,13
Alabama,270,91,0,0,0,0,0,81,57,44,0,0,78,283,0
Alabama,294,60,0,0,0,0,0,93,55,37,0,0,151,203,0
Alabama,293,72,0,0,0,0,0,96,58,39,0,0,119,246,0
Alabama,285,76,3,3,0,0,0,142,60,38,0,0,103,261,0
Alabama,231,12,0,0,0,0,0,77,48,35,0,0,243,0,0
Alabama,338,17,0,0,0,0,0,68,45,29,0,0,166,189,0
Alabama,265,16,0,0,0,0,0,90,46,31,0,0,204,77,0
Alaska,118,0,0,0,0,0,0,38,22,10,0,0,0,118,0
Alaska,313,50,2,2,0,0,0,132,53,22,2,0,0,244,119
Alaska,360,3,0,0,0,0,0,74,41,33,0,0,361,2,0
Alaska,254,77,34,21,13,0,0,179,97,35,0,0,99,264,2
Alaska,331,26,0,0,0,0,0,88,42,15,0,0,0,350,7
Alaska,121,0,0,0,0,0,0,30,14,7,0,0,0,121,0
Alaska,323,28,3,2,1,0,0,160,47,12,0,0,0,281,73
Alaska,114,0,0,0,0,0,0,42,11,4,0,0,0,114,0
Arizona,355,4,0,0,0,0,0,88,29,14,0,0,0,41,318
Arizona,259,104,2,2,0,0,0,105,60,45,0,0,308,0,57
Arizona,268,97,0,0,0,0,0,93,64,45,0,0,360,5,0
Arizona,240,115,10,8,2,0,0,180,80,45,0,0,345,0,20
Arizona,257,104,1,0,1,0,0,187,71,45,0,0,357,1,4
Arizona,15,125,225,91,61,73,0,272,213,122,0,1,298,18,48
Arizona,360,2,1,0,1,0,0,156,34,19,0,0,0,0,363
Arizona,293,71,1,1,0,0,0,101,61,44,0,0,338,1,26
Arizona,143,208,14,13,0,0,1,315,85,53,0,0,200,58,107
Arizona,80,240,45,44,1,0,0,166,105,69,0,0,153,20,192
Arizona,216,142,2,1,1,0,0,166,70,43,0,0,0,218,142
Arizona,302,29,0,0,0,0,0,64,50,44,0,0,331,0,0
Arizona,231,128,6,5,1,0,0,170,71,46,0,0,229,71,65
Arkansas,106,14,0,0,0,0,0,73,52,30,0,0,0,120,0
Arkansas,104,16,0,0,0,0,0,61,53,31,0,0,0,120,0
Arkansas,328,10,0,0,0,0,0,90,45,32,0,0,338,0,0
Arkansas,294,67,4,4,0,0,0,122,58,40,0,7,196,162,0
Arkansas,96,24,0,0,0,0,0,77,55,34,0,0,0,120,0
Arkansas,101,19,0,0,0,0,0,84,55,29,0,0,0,120,0
Arkansas,347,18,0,0,0,0,0,74,47,36,0,0,349,16,0
Arkansas,319,41,0,0,0,0,0,92,53,38,0,0,311,49,0
Arkansas,213,150,2,2,0,0,0,112,70,47,0,6,102,257,0
Arkansas,92,24,0,0,0,0,0,71,54,36,0,0,0,116,0
Arkansas,269,95,1,1,0,0,0,119,62,41,0,0,209,156,0
California,223,132,10,9,1,0,0,151,68,45,0,8,177,180,0
California,307,54,4,4,0,0,0,133,67,37,0,0,365,0,0
California,198,136,31,18,11,2,0,233,90,48,0,0,222,140,3
California,264,91,9,6,3,0,0,171,76,44,0,0,257,107,0
California,209,140,16,9,7,0,0,199,73,46,0,0,81,265,19
California,255,105,5,5,0,0,0,150,67,42,0,0,217,148,0
California,303,20,0,0,0,0,0,69,45,23,0,0,0,323,0
California,248,95,22,16,4,1,1,385,93,43,0,0,352,6,7
California,102,181,82,63,18,1,0,278,130,67,0,1,186,161,17
California,282,68,15,9,6,0,0,181,61,39,0,0,235,114,16
California,353,12,0,0,0,0,0,60,40,28,12,0,234,60,59
California,113,223,29,22,4,1,2,442,97,58,0,1,161,65,138
California,131,191,43,25,13,2,3,552,115,58,0,0,181,153,31
California,65,172,128,97,29,1,1,316,147,84,0,0,185,159,21
California,113,201,51,40,10,0,1,666,109,61,0,0,139,139,87
California,350,5,1,0,1,0,0,156,43,33,0,0,341,13,2
California,39,229,97,70,26,1,0,281,143,77,0,24,166,168,7
California,157,173,35,28,7,0,0,194,100,56,0,0,237,103,25
California,313,52,0,0,0,0,0,87,54,34,0,6,205,154,0
California,212,121,32,25,7,0,0,161,97,47,0,0,327,38,0
California,273,84,8,6,2,0,0,176,65,38,0,0,144,220,1
California,184,148,33,31,2,0,0,162,100,50,0,0,247,113,5
California,279,59,26,12,11,0,3,2723,82,21,0,0,0,228,136
California,321,44,0,0,0,0,0,80,52,37,0,0,239,108,18
California,127,13,0,0,0,0,0,77,50,38,1,0,101,38,0
California,221,91,53,34,15,4,0,288,115,45,0,0,240,125,0
California,201,146,18,18,0,0,0,148,86,49,0,10,210,140,5
California,165,152,48,30,11,5,2,448,115,54,0,0,261,102,2
California,123,158,84,37,26,14,7,436,165,63,0,0,0,365,0
California,42,187,136,89,44,2,1,332,158,87,0,0,209,105,51
California,189,140,36,30,5,0,1,316,100,50,0,0,241,120,4
California,320,45,0,0,0,0,0,100,54,40,0,0,338,20,7
California,42,177,146,73,61,11,1,487,172,87,0,16,215,119,15
California,98,251,16,16,0,0,0,133,90,64,0,4,217,141,3
California,310,55,0,0,0,0,0,84,55,36,0,13,212,140,0
California,178,171,16,15,1,0,0,153,84,51,0,0,170,165,30
California,209,148,8,8,0,0,0,133,77,48,0,0,246,92,27
California,329,36,0,0,0,0,0,89,50,33,0,9,247,109,0
California,300,64,1,1,0,0,0,101,55,41,0,0,278,84,3
California,228,130,7,7,0,0,0,147,71,44,0,1,178,186,0
California,339,26,0,0,0,0,0,77,47,34,0,0,256,109,0
California,234,99,32,15,15,2,0,216,93,45,0,0,297,68,0
California,270,63,31,7,24,0,0,192,84,40,0,0,219,145,0
California,267,95,3,3,0,0,0,126,62,40,0,1,239,124,1
California,321,44,0,0,0,0,0,88,52,33,0,0,217,137,11
California,136,182,47,42,5,0,0,172,105,58,0,0,193,157,15
California,165,177,22,17,5,0,0,169,90,54,0,0,149,214,1
California,235,94,36,21,15,0,0,182,100,44,0,0,286,79,0
California,233,49,46,4,23,7,12,622,164,29,0,0,0,328,0
California,78,153,134,93,39,1,1,537,153,80,0,0,205,151,9
California,295,63,2,2,0,0,0,136,61,41,0,0,360,0,0
California,208,147,10,10,0,0,0,122,78,48,0,0,278,75,12
California,273,86,6,4,2,0,0,157,64,39,0,0,269,95,1
Colorado,206,136,23,22,1,0,0,151,93,48,0,56,198,42,69
Colorado,117,2,1,1,0,0,0,109,26,9,0,0,0,120,0
Colorado,222,106,37,34,3,0,0,161,101,46,0,0,356,9,0
Colorado,269,96,0,0,0,0,0,93,64,45,0,0,345,0,20
Colorado,204,126,35,32,3,0,0,159,100,48,0,0,273,90,2
Colorado,219,128,10,10,0,0,0,133,77,48,0,0,357,0,0
Colorado,301,62,2,2,0,0,0,141,56,42,0,0,332,26,7
Colorado,161,169,35,31,4,0,0,166,100,52,0,125,168,72,0
Colorado,215,101,42,34,8,0,0,177,108,47,0,0,310,48,0
Colorado,236,101,28,28,0,0,0,140,93,47,0,0,347,18,0
Colorado,85,1,0,0,0,0,0,62,28,15,0,0,0,0,86
Colorado,230,130,5,4,1,0,0,156,74,47,0,0,351,14,0
Colorado,250,94,19,18,1,0,0,151,84,46,0,0,363,0,0
Colorado,271,92,0,0,0,0,0,93,64,45,0,0,363,0,0
Colorado,110,6,0,0,0,0,0,89,33,5,0,0,0,116,0
Colorado,222,88,55,44,11,0,0,172,115,47,0,2,363,0,0
Colorado,249,111,4,4,0,0,0,140,71,47,1,0,349,14,0
Colorado,197,133,35,32,3,0,0,156,100,50,0,0,332,33,0
Colorado,278,85,2,2,0,0,0,139,64,44,0,0,310,55,0
Colorado,281,82,2,2,0,0,0,115,64,44,0,0,364,1,0
Colorado,117,5,0,0,0,0,0,88,32,12,0,0,0,33,89
Colorado,345,14,2,1,0,0,1,576,39,19,0,0,0,0,361
Colorado,208,11,1,1,0,0,0,138,38,21,0,0,0,66,154
Colorado,251,109,5,4,1,0,0,155,77,45,0,0,333,32,0
Colorado,347,7,0,0,0,0,0,68,31,15,0,0,0,0,354
Colorado,117,2,0,0,0,0,0,76,25,7,0,0,0,119,0
Colorado,115,2,0,0,0,0,0,52,29,14,0,0,0,0,117
Colorado,199,132,34,33,1,0,0,154,100,49,0,1,287,77,0
Connecticut,277,67,19,13,6,0,0,185,71,42,0,24,176,163,0
Connecticut,296,66,3,3,0,0,0,136,58,37,0,22,209,134,0
Connecticut,320,41,3,3,0,0,0,142,54,37,1,0,305,58,0
Connecticut,171,25,11,10,1,0,0,151,80,39,0,0,207,0,0
Connecticut,281,70,14,12,2,0,0,159,66,40,0,19,204,137,5
Connecticut,311,45,7,7,0,0,0,129,55,36,0,0,179,184,0
Connecticut,170,30,1,1,0,0,0,101,58,39,0,0,201,0,0
Connecticut,331,29,1,1,0,0,0,140,48,34,0,0,361,0,0
Country Of Mexico,48,251,66,41,25,0,0,178,134,65,0,0,0,365,0
Country Of Mexico,100,5,0,0,0,0,0,61,47,34,0,0,105,0,0
Delaware,308,50,2,2,0,0,0,108,54,38,0,0,260,100,0
Delaware,262,99,4,4,0,0,0,144,64,43,0,5,216,144,0
Delaware,321,44,0,0,0,0,0,100,52,38,0,0,275,90,0
District Of Columbia,252,105,8,7,1,0,0,153,68,44,0,35,175,155,0
Florida,350,14,0,0,0,0,0,84,46,34,0,0,230,134,0
Florida,330,35,0,0,0,0,0,87,50,35,0,0,206,159,0
Florida,324,41,0,0,0,0,0,76,51,39,0,0,178,187,0
Florida,320,45,0,0,0,0,0,82,52,40,0,0,217,148,0
Florida,280,84,1,1,0,0,0,103,57,42,0,10,152,203,0
Florida,326,34,0,0,0,0,0,81,50,33,0,0,0,360,0
Florida,330,33,0,0,0,0,0,79,50,36,0,0,190,173,0
Florida,322,42,0,0,0,0,0,77,51,37,0,0,168,196,0
Florida,274,91,0,0,0,0,0,93,58,43,0,0,128,237,0
Florida,297,68,0,0,0,0,0,72,55,41,0,0,172,193,0
Florida,344,9,0,0,0,0,0,67,44,33,0,0,353,0,0
Florida,297,39,0,0,0,0,0,65,51,35,0,0,0,336,0
Florida,344,14,0,0,0,0,0,93,46,33,0,0,358,0,0
Florida,276,88,1,1,0,0,0,129,60,44,0,0,173,190,2
Florida,313,49,0,0,0,0,0,71,52,38,0,0,126,236,0
Florida,345,15,0,0,0,0,0,74,47,36,0,0,360,0,0
Florida,338,18,0,0,0,0,0,87,48,34,0,0,356,0,0
Florida,332,33,0,0,0,0,0,97,50,36,0,0,241,120,4
Florida,300,65,0,0,0,0,0,77,55,39,0,0,136,229,0
Florida,358,6,0,0,0,0,0,61,44,32,0,0,364,0,0
Florida,355,10,0,0,0,0,0,93,45,32,0,0,365,0,0
Florida,320,44,1,1,0,0,0,101,51,37,0,0,242,123,0
Florida,325,40,0,0,0,0,0,87,51,38,0,0,179,186,0
Florida,299,64,2,2,0,0,0,135,59,41,0,32,152,181,0
Florida,359,6,0,0,0,0,0,61,44,33,0,0,357,0,8
Florida,331,34,0,0,0,0,0,87,50,35,0,0,292,66,7
Florida,339,16,0,0,0,0,0,93,46,33,0,0,355,0,0
Florida,333,32,0,0,0,0,0,81,50,38,0,0,208,157,0
Florida,346,19,0,0,0,0,0,87,47,35,0,0,365,0,0
Florida,305,60,0,0,0,0,0,94,55,40,0,0,204,160,1
Florida,314,51,0,0,0,0,0,84,53,39,0,0,187,178,0
Florida,340,0,0,0,0,0,0,46,28,16,0,0,0,0,340
Florida,324,40,0,0,0,0,0,76,51,38,0,0,211,153,0
Florida,317,48,0,0,0,0,0,90,54,39,0,0,195,170,0
Florida,327,38,0,0,0,0,0,97,51,37,0,0,239,126,0
Florida,353,10,0,0,0,0,0,74,45,33,0,0,363,0,0
Florida,314,49,0,0,0,0,0,77,53,40,0,0,197,166,0
Florida,340,25,0,0,0,0,0,78,48,35,2,0,209,154,0
Georgia,274,89,2,2,0,0,0,131,62,40,0,0,113,252,0
Georgia,121,0,0,0,0,0,0,48,30,19,0,0,0,121,0
Georgia,275,87,1,1,0,0,0,103,59,41,0,0,89,274,0
Georgia,238,7,0,0,0,0,0,80,45,33,0,0,245,0,0
Georgia,262,102,1,1,0,0,0,107,61,41,0,0,120,245,0
Georgia,97,24,0,0,0,0,0,71,57,33,0,0,0,121,0
Georgia,251,34,0,0,0,0,0,80,52,39,0,0,212,73,0
Georgia,112,6,0,0,0,0,0,65,43,26,0,0,0,118,0
Georgia,239,6,0,0,0,0,0,67,46,33,0,0,245,0,0
Georgia,230,15,0,0,0,0,0,87,47,36,0,0,245,0,0
Georgia,268,95,2,2,0,0,0,119,61,41,0,37,117,211,0
Georgia,263,85,4,4,0,0,0,133,65,39,0,0,0,352,0
Georgia,215,27,2,2,0,0,0,101,58,38,0,0,244,0,0
Georgia,295,57,2,2,0,0,0,141,57,29,0,0,0,354,0
Georgia,224,137,4,4,0,0,0,150,67,44,0,11,94,260,0
Georgia,298,24,0,0,0,0,0,77,48,34,0,0,213,109,0
Georgia,230,92,2,2,0,0,0,108,63,42,0,0,129,195,0
Georgia,291,74,0,0,0,0,0,81,57,34,0,0,0,365,0
Georgia,296,63,1,1,0,0,0,112,58,35,0,0,176,184,0
Georgia,273,82,4,4,0,0,0,111,61,37,0,0,0,359,0
Georgia,293,65,0,0,0,0,0,84,55,35,0,0,0,358,0
Georgia,242,34,0,0,0,0,0,87,51,37,0,0,234,42,0
Georgia,284,67,2,1,1,0,0,154,58,36,0,0,147,206,0
Georgia,326,26,0,0,0,0,0,80,49,36,0,0,352,0,0
Georgia,235,122,7,7,0,0,0,145,66,43,0,0,115,248,1
Georgia,216,27,0,0,0,0,0,93,54,39,0,0,243,0,0
Georgia,228,17,0,0,0,0,0,74,49,35,0,0,245,0,0
Georgia,150,82,1,1,0,0,0,110,64,43,0,0,0,233,0
Georgia,263,99,3,3,0,0,0,111,65,38,0,0,0,365,0
Hawaii,358,7,0,0,0,0,0,60,36,19,0,0,0,365,0
Hawaii,364,1,0,0,0,0,0,52,38,26,1,3,306,42,13
Hawaii,364,0,0,0,0,0,0,35,22,13,0,50,0,314,0
Hawaii,362,1,0,0,0,0,0,58,23,15,0,0,0,363,0
Idaho,251,96,18,15,3,0,0,168,77,43,0,13,244,106,2
Idaho,261,96,8,7,1,0,0,154,74,41,0,0,119,153,93
Idaho,249,101,14,7,7,0,0,185,70,38,0,0,0,364,0
Idaho,305,35,10,10,0,0,0,144,61,18,0,0,0,350,0
Idaho,258,95,12,10,2,0,0,159,68,37,0,0,0,365,0
Idaho,303,51,10,4,6,0,0,188,58,28,0,0,0,295,69
Idaho,306,41,9,9,0,0,0,144,63,23,0,0,0,356,0
Idaho,291,69,3,3,0,0,0,128,67,42,0,0,351,12,0
Idaho,266,90,9,5,4,0,0,166,67,36,0,0,0,317,48
Idaho,98,12,0,0,0,0,0,98,51,6,0,0,0,110,0
Idaho,304,55,6,6,0,0,0,119,61,21,0,0,0,365,0
Idaho,280,69,16,9,7,0,0,178,74,40,0,0,226,139,0
Idaho,310,39,8,3,5,0,0,184,55,23,0,0,0,357,0
Idaho,321,29,10,5,5,0,0,184,51,15,0,0,0,360,0
Idaho,236,109,20,16,4,0,0,167,81,35,0,0,0,365,0
Idaho,288,59,18,15,3,0,0,188,74,26,0,0,0,365,0
Idaho,245,103,15,9,6,0,0,172,71,37,0,0,0,359,4
Idaho,314,40,7,7,0,0,0,144,56,21,0,0,0,361,0
Idaho,254,88,9,7,2,0,0,159,68,30,0,0,0,351,0
Illinois,219,23,0,0,0,0,0,93,50,40,0,0,242,0,0
Illinois,289,76,0,0,0,0,0,99,60,38,0,0,220,145,0
Illinois,344,19,0,0,0,0,0,84,46,34,0,0,363,0,0
Illinois,153,191,21,20,1,0,0,156,88,54,0,26,115,189,35
Illinois,241,122,2,2,0,0,0,105,65,44,0,0,151,214,0
Illinois,226,11,0,0,0,0,0,77,46,37,0,0,237,0,0
Illinois,280,82,2,2,0,0,0,115,61,40,0,0,152,212,0
Illinois,287,71,2,2,0,0,0,112,56,40,0,0,175,185,0
Illinois,336,26,0,0,0,0,0,97,47,36,0,0,362,0,0
Illinois,211,73,1,1,0,0,0,112,66,42,0,0,205,80,0
Illinois,180,55,9,9,0,0,0,136,77,42,0,0,244,0,0
Illinois,257,101,3,3,0,0,0,112,64,43,0,0,149,212,0
Illinois,339,19,0,0,0,0,0,93,48,31,0,131,227,0,0
Illinois,180,179,6,6,0,0,0,143,72,51,0,0,118,246,1
Illinois,253,108,2,2,0,0,0,105,64,42,0,0,174,189,0
Illinois,271,93,1,1,0,0,0,107,59,41,0,0,148,217,0
Illinois,251,109,1,1,0,0,0,101,62,43,0,0,155,206,0
Illinois,286,68,1,1,0,0,0,122,58,40,0,0,177,178,0
Illinois,264,94,3,3,0,0,0,112,63,43,0,0,149,212,0
Illinois,232,130,3,2,1,0,0,185,64,44,0,8,95,262,0
Illinois,292,70,0,0,0,0,0,97,57,38,0,0,156,206,0
Illinois,232,131,2,2,0,0,0,105,64,44,0,0,138,227,0
Illinois,248,112,0,0,0,0,0,100,65,43,0,0,164,196,0
Indiana,293,72,0,0,0,0,0,100,59,37,0,0,276,89,0
Indiana,303,61,0,0,0,0,0,93,56,38,0,0,238,126,0
Indiana,337,27,1,1,0,0,0,101,48,33,0,0,365,0,0
Indiana,341,20,0,0,0,0,0,84,46,33,0,0,361,0,0
Indiana,338,26,1,1,0,0,0,105,48,34,0,0,365,0,0
Indiana,242,123,0,0,0,0,0,96,67,43,0,0,137,228,0
Indiana,317,45,0,0,0,0,0,97,53,36,0,0,313,49,0
Indiana,99,26,0,0,0,0,0,93,59,33,0,0,0,119,6
Indiana,275,90,0,0,0,0,0,87,58,39,0,0,212,153,0
Indiana,340,23,0,0,0,0,0,100,48,34,0,0,363,0,0
Indiana,305,51,0,0,0,0,0,100,54,37,0,0,306,50,0
Indiana,278,87,0,0,0,0,0,100,63,39,0,0,221,144,0
Indiana,347,18,0,0,0,0,0,80,46,33,0,0,365,0,0
Indiana,98,19,0,0,0,0,0,79,57,28,0,0,0,117,0
Indiana,283,76,2,2,0,0,0,105,59,40,0,0,227,134,0
Indiana,320,38,2,2,0,0,0,108,51,36,0,0,360,0,0
Indiana,296,64,5,5,0,0,0,143,62,37,0,0,332,33,0
Indiana,209,150,6,5,1,0,0,169,71,47,0,11,111,237,6
Indiana,260,104,0,0,0,0,0,97,64,43,0,0,187,177,0
Indiana,159,200,6,6,0,0,0,114,79,53,0,10,77,278,0
Indiana,296,56,0,0,0,0,0,95,56,33,0,0,0,352,0
Indiana,334,29,0,0,0,0,0,97,50,36,0,0,363,0,0
Indiana,269,89,7,7,0,0,0,136,66,40,0,0,211,142,12
Indiana,344,16,0,0,0,0,0,77,45,32,0,0,360,0,0
Indiana,345,20,0,0,0,0,0,100,46,33,0,0,365,0,0
Indiana,96,24,0,0,0,0,0,87,57,31,0,0,0,120,0
Indiana,225,139,1,1,0,0,0,105,67,45,0,1,165,199,0
Indiana,288,61,0,0,0,0,0,97,57,33,0,0,0,349,0
Indiana,259,105,1,1,0,0,0,109,64,42,0,0,154,211,0
Indiana,255,110,0,0,0,0,0,99,64,42,0,0,160,205,0
Indiana,327,34,1,1,0,0,0,101,50,35,0,0,362,0,0
Indiana,337,27,1,1,0,0,0,105,48,35,0,0,365,0,0
Indiana,276,85,0,0,0,0,0,96,59,35,0,0,0,361,0
Iowa,292,73,0,0,0,0,0,96,58,35,0,0,0,365,0
Iowa,223,21,0,0,0,0,0,90,49,40,0,0,244,0,0
Iowa,118,2,0,0,0,0,0,56,31,19,0,0,0,0,120
Iowa,204,159,2,2,0,0,0,112,66,47,0,0,117,248,0
Iowa,216,27,0,0,0,0,0,87,54,39,0,0,243,0,0
Iowa,255,107,2,2,0,0,0,121,62,39,0,0,0,364,0
Iowa,81,20,0,0,0,0,0,69,58,32,0,0,0,101,0
Iowa,235,126,4,4,0,0,0,123,66,44,0,0,128,236,1
Iowa,302,48,1,1,0,0,0,112,54,37,0,0,168,183,0
Iowa,290,75,0,0,0,0,0,88,58,34,0,0,0,363,2
Iowa,288,70,4,2,2,0,0,162,59,39,0,0,182,180,0
Iowa,284,80,1,1,0,0,0,110,61,40,0,13,158,189,5
Iowa,100,23,1,1,0,0,0,117,57,33,0,0,0,120,4
Iowa,207,157,1,1,0,0,0,102,66,48,0,0,115,173,77
Iowa,297,65,0,0,0,0,0,93,55,39,0,0,153,207,2
Iowa,94,20,1,0,1,0,0,163,59,31,0,0,0,115,0
Kansas,113,7,0,0,0,0,0,99,41,20,0,0,0,120,0
Kansas,353,5,0,0,0,0,0,80,32,17,0,0,0,0,358
Kansas,275,85,4,4,0,0,0,138,62,40,0,0,190,173,1
Kansas,330,16,2,2,0,0,0,126,47,34,0,0,348,0,0
Kansas,251,109,2,2,0,0,0,145,62,42,0,0,158,185,19
Kansas,274,86,5,5,0,0,0,141,64,43,0,10,228,114,13
Kansas,263,99,3,2,1,0,0,151,63,42,0,0,178,181,6
Kansas,308,11,1,0,0,1,0,221,38,17,0,0,0,0,320
Kansas,237,124,4,4,0,0,0,147,65,44,0,0,137,200,28
Kansas,284,72,6,5,0,0,1,320,62,42,0,2,288,62,10
Kansas,242,116,7,7,0,0,0,145,65,44,0,2,137,221,5
Kentucky,252,110,2,2,0,0,0,112,64,43,0,0,100,264,0
Kentucky,225,19,0,0,0,0,0,90,49,39,0,0,244,0,0
Kentucky,294,65,1,1,0,0,0,102,58,37,0,11,132,217,0
Kentucky,212,24,1,1,0,0,0,143,51,37,0,0,237,0,0
Kentucky,288,73,1,1,0,0,0,101,60,38,0,4,154,204,0
Kentucky,262,17,0,0,0,0,0,84,48,34,0,0,223,54,2
Kentucky,261,104,0,0,0,0,0,99,63,42,0,0,118,247,0
Kentucky,264,99,0,0,0,0,0,99,65,41,0,1,146,216,0
Kentucky,338,26,0,0,0,0,0,74,48,35,3,0,343,18,0
Kentucky,281,81,1,1,0,0,0,108,62,38,0,20,112,230,1
Kentucky,227,4,0,0,0,0,0,54,46,34,0,0,231,0,0
Kentucky,220,21,0,0,0,0,0,90,49,38,0,0,241,0,0
Kentucky,296,67,1,1,0,0,0,101,58,38,0,0,181,183,0
Kentucky,225,134,6,6,0,0,0,126,71,45,0,8,142,215,0
Kentucky,211,15,1,1,0,0,0,101,49,38,0,0,227,0,0
Kentucky,225,18,0,0,0,0,0,93,48,39,0,0,243,0,0
Kentucky,278,84,2,2,0,0,0,109,60,39,0,1,142,221,0
Kentucky,338,14,0,0,0,0,0,71,47,35,0,0,352,0,0
Kentucky,216,27,1,1,0,0,0,105,54,39,0,0,244,0,0
